"storeLocation","customer.gender","customer.age","customer.email","customer.satisfaction","couponUsed","purchaseMethod"
"Denver",M,41,rujpur@canaf.sm,4,FALSE,"Online"
"Seattle",F,31,davtibco@rin.tc,4,FALSE,"In store"
"Austin",M,50,sig@vumcucle.ma,5,FALSE,"In store"
"Austin",M,71,fujtane@oli.fj,4,FALSE,"In store"
"Seattle",M,51,zo@can.hu,1,FALSE,"In store"
"Denver",M,38,hemwiwivi@wabope.sn,2,FALSE,"In store"
"London",M,61,ewizimu@uludo.gl,3,FALSE,"In store"
"Denver",F,30,wivvat@bed.pa,5,FALSE,"Online"
"Denver",M,65,bu@in.uy,5,FALSE,"Phone"
"Denver",F,38,mowonup@udeulaow.sy,1,FALSE,"In store"
"Denver",F,35,fid@lic.ma,4,FALSE,"In store"
"New York",F,30,agi@kekveski.ph,3,FALSE,"Online"
"Austin",F,73,nisol@bucu.ws,2,FALSE,"Online"
"New York",F,49,cujosuh@kiruk.za,5,TRUE,"In store"
"Denver",M,46,me@obahav.cc,4,FALSE,"In store"
"Seattle",M,34,cifutdig@sifkowa.sr,4,FALSE,"In store"
"San Diego",M,72,jogussut@fuhig.lr,5,FALSE,"Phone"
"Austin",M,63,dugal@lap.ax,4,FALSE,"In store"
"London",F,29,wul@za.bi,3,FALSE,"Online"
"New York",F,41,gesjuhzo@teduih.nr,4,FALSE,"In store"
"Denver",M,64,nizokeg@kanhup.mw,4,FALSE,"Online"
"San Diego",M,34,modulas@ukoje.va,3,FALSE,"In store"
"Austin",F,50,got@pucaru.sv,5,FALSE,"Phone"
"Seattle",M,73,uli@joczumo.eh,5,FALSE,"Online"
"San Diego",F,36,bab@kus.tm,4,FALSE,"Phone"
"Denver",M,44,ja@houfeca.cl,4,FALSE,"Online"
"Denver",M,49,nuh@id.jp,4,TRUE,"Online"
"Seattle",F,53,vu@dumcivip.fo,5,FALSE,"Online"
"Austin",M,41,seaduci@cevohhip.ug,4,FALSE,"In store"
"Denver",F,34,tijlefef@ro.kp,4,FALSE,"In store"
"Denver",M,58,hankeme@pijrabrar.tp,4,FALSE,"Online"
"Denver",F,69,je@ajredrip.ec,5,FALSE,"In store"
"London",F,48,azo@jutig.gh,2,FALSE,"In store"
"Seattle",F,20,dihasefuz@du.hu,2,FALSE,"In store"
"Austin",F,73,muijuraz@dowezrif.gm,1,FALSE,"Online"
"Denver",F,54,hihofif@er.nc,4,FALSE,"Phone"
"Denver",M,37,jiskup@co.gs,5,FALSE,"Phone"
"Seattle",M,25,hok@rajraen.hu,5,FALSE,"In store"
"Denver",M,62,juj@fu.dz,5,FALSE,"Online"
"Denver",M,34,mo@lirfus.ma,4,FALSE,"In store"
"Denver",M,54,vocimi@wofkupa.cx,2,FALSE,"Online"
"Denver",F,26,direh@cen.tg,4,FALSE,"In store"
"San Diego",F,40,zohup@ic.nu,2,FALSE,"In store"
"San Diego",F,64,po@et.dk,5,FALSE,"Phone"
"Denver",M,31,murkalon@tu.gd,4,FALSE,"Online"
"Denver",F,40,dafdumpod@jes.pm,2,FALSE,"In store"
"Seattle",M,44,lokcu@mail.is,4,FALSE,"In store"
"London",M,18,mis@ikibbe.sj,5,FALSE,"Phone"
"Austin",M,43,onoto@honih.tg,4,FALSE,"In store"
"Austin",F,46,zidlorvon@ces.an,3,FALSE,"In store"
"Denver",F,43,du@wa.io,4,FALSE,"In store"
"San Diego",M,67,wekviv@giblege.aw,3,FALSE,"Online"
"San Diego",F,22,wipih@ogal.nl,5,FALSE,"In store"
"London",F,50,elkibud@ceh.ge,5,FALSE,"In store"
"New York",F,40,huhpom@mi.id,5,FALSE,"In store"
"London",M,55,nopzefvah@getviz.io,4,FALSE,"In store"
"New York",M,40,re@gunas.sg,4,FALSE,"In store"
"San Diego",F,46,dotge@idjiwuh.ae,4,FALSE,"Phone"
"Denver",F,52,on@nan.ci,1,FALSE,"In store"
"Austin",F,55,ma@za.fo,4,FALSE,"Phone"
"Seattle",F,51,vom@gacair.to,5,FALSE,"In store"
"Denver",F,68,aterugup@uz.ki,5,FALSE,"In store"
"London",F,38,hu@bi.mh,4,TRUE,"In store"
"Denver",F,26,ahhap@samna.fi,4,FALSE,"In store"
"Denver",M,26,jemlac@nag.af,5,FALSE,"In store"
"New York",F,36,an@av.kw,5,FALSE,"Online"
"Seattle",M,34,uparagkof@idnemho.mw,4,FALSE,"In store"
"Denver",F,70,liga@setugco.mw,4,FALSE,"Phone"
"Denver",F,39,tecuoka@gilne.st,5,FALSE,"Online"
"Seattle",M,45,misukut@wekhu.cc,5,FALSE,"Online"
"San Diego",M,51,ov@bed.mv,4,FALSE,"In store"
"Austin",F,46,gugu@sikwup.mq,5,FALSE,"In store"
"Austin",M,49,timvifje@ejkifez.tc,2,FALSE,"Phone"
"London",M,48,etnajre@kib.dk,2,FALSE,"In store"
"London",F,33,lebsole@tivcob.eu,5,FALSE,"Online"
"Seattle",F,51,fo@nilehgu.mm,3,FALSE,"In store"
"Denver",F,60,fi@tad.dz,4,FALSE,"In store"
"Seattle",M,28,kubgakva@ted.ro,4,FALSE,"Online"
"London",F,49,fi@duwit.pa,4,FALSE,"In store"
"London",M,69,miofoonu@we.za,5,FALSE,"Online"
"Denver",F,47,ohli@mafjichug.va,4,FALSE,"In store"
"Seattle",M,35,dud@veufde.va,2,FALSE,"Online"
"Denver",M,43,ipuduf@lu.ma,2,FALSE,"Online"
"Denver",F,50,oconira@ena.ma,5,FALSE,"Online"
"Seattle",F,35,datvana@senili.cl,4,FALSE,"In store"
"Denver",F,51,toz@fikufu.bi,4,FALSE,"Phone"
"London",M,29,anazob@uzo.yt,5,FALSE,"Online"
"Seattle",F,59,tu@mudfogu.np,4,FALSE,"In store"
"London",M,30,gi@ipazigwa.fk,5,FALSE,"In store"
"New York",M,43,ojuguw@nu.ph,5,FALSE,"Phone"
"Austin",M,45,ij@uf.an,4,FALSE,"Phone"
"Denver",F,26,co@seja.ye,4,FALSE,"Online"
"Denver",M,36,gahi@vu.sj,4,TRUE,"In store"
"London",M,35,lencem@nalosto.uz,3,FALSE,"In store"
"Denver",F,44,ake@utapu.ag,5,FALSE,"In store"
"London",M,41,dic@labse.io,4,FALSE,"In store"
"Austin",M,36,ge@ji.nr,4,FALSE,"In store"
"Austin",M,46,aw@okase.eu,4,TRUE,"In store"
"Denver",F,29,neidave@dubkem.io,3,FALSE,"In store"
"Austin",M,58,jihlagima@vihsod.bo,5,FALSE,"In store"
"Denver",F,41,owcip@rikzais.cy,5,TRUE,"Phone"
"New York",F,75,fok@ro.us,5,FALSE,"In store"
"Denver",F,46,hevena@leurahuj.fi,5,FALSE,"Phone"
"San Diego",F,45,dek@gurmofit.pg,4,FALSE,"Phone"
"Seattle",M,42,edavoz@kugbe.mx,1,FALSE,"In store"
"Austin",F,40,oh@urafip.gov,3,FALSE,"In store"
"Austin",M,33,dacek@huveluhu.sc,4,FALSE,"Phone"
"Seattle",F,51,efe@ujobowo.gm,3,FALSE,"In store"
"London",F,68,pi@ji.tt,1,FALSE,"Online"
"Seattle",M,35,dudfa@hov.cf,2,FALSE,"In store"
"Denver",F,44,apainu@ojehed.ke,5,FALSE,"In store"
"Austin",M,31,wogevjon@keju.sb,2,FALSE,"Online"
"San Diego",M,43,ovrefoje@geppu.qa,1,FALSE,"Phone"
"London",M,40,celoza@comi.ck,2,FALSE,"In store"
"San Diego",M,43,umfehdu@jesrekopo.sj,4,FALSE,"Online"
"New York",M,42,moavdaf@vehov.cu,3,FALSE,"Online"
"Seattle",M,35,ze@wibzu.uz,2,FALSE,"In store"
"San Diego",F,36,vab@kinir.su,1,FALSE,"Online"
"Denver",M,41,igle@ofemi.kz,3,FALSE,"Online"
"London",F,30,sedhel@iru.mh,3,FALSE,"In store"
"London",M,43,cen@muv.cw,1,FALSE,"Online"
"New York",M,62,ro@luner.jo,5,FALSE,"In store"
"New York",F,20,eb@bizuhpor.af,3,FALSE,"Online"
"San Diego",M,35,rugut@lakfoepo.ma,4,FALSE,"In store"
"Denver",M,19,zeh@zurloure.bj,4,FALSE,"Online"
"London",M,47,judnal@tu.kw,5,FALSE,"In store"
"Denver",F,38,mal@badufbu.tj,4,FALSE,"Online"
"Seattle",F,55,pujo@amu.gf,4,FALSE,"In store"
"Seattle",M,39,hibupceh@ija.vi,2,FALSE,"Online"
"London",F,72,wo@no.bb,5,FALSE,"Phone"
"New York",M,22,nalod@suwivud.jm,5,FALSE,"Phone"
"Seattle",F,32,haih@sisabek.gn,5,FALSE,"In store"
"Denver",F,33,da@av.pa,5,FALSE,"In store"
"Denver",M,64,feku@ipjonow.bs,5,FALSE,"Online"
"London",F,46,me@velet.tc,4,FALSE,"In store"
"Denver",M,44,uceapwi@zekab.ws,5,FALSE,"In store"
"San Diego",F,33,nad@tomfe.km,3,FALSE,"Online"
"Denver",F,67,rarwuuja@kabivoha.ar,4,TRUE,"In store"
"Denver",M,27,ifosejil@tukmoj.pe,3,FALSE,"Online"
"Denver",F,48,mufigav@rotol.hr,5,TRUE,"In store"
"Austin",M,48,bujrutir@boimaopo.li,2,FALSE,"Phone"
"Seattle",M,47,mo@apemomu.br,5,FALSE,"In store"
"Denver",F,23,banapo@epohuho.sc,5,FALSE,"Phone"
"Seattle",M,38,jutpidu@fownazgul.io,3,FALSE,"In store"
"London",M,57,oz@pe.vn,4,TRUE,"In store"
"San Diego",F,46,fugkuone@zufuwibu.np,5,FALSE,"In store"
"London",F,36,ew@rihi.sx,3,FALSE,"In store"
"Austin",M,57,waksop@difjuuwi.aq,3,FALSE,"In store"
"Denver",F,34,ajsuj@ozewutal.bb,5,FALSE,"Online"
"Austin",F,25,febfo@co.ma,4,TRUE,"In store"
"New York",F,27,oragud@lusso.gf,4,FALSE,"In store"
"Seattle",F,33,uwuku@foc.ve,2,FALSE,"Phone"
"London",M,41,ipi@oza.bh,3,FALSE,"In store"
"Denver",M,47,buacida@lop.tv,3,FALSE,"In store"
"San Diego",M,37,sagunilih@wi.zm,3,FALSE,"Phone"
"Seattle",F,57,zuhmo@ef.ro,3,FALSE,"In store"
"Austin",M,57,maam@sap.jo,4,TRUE,"In store"
"Denver",F,56,wibuwbu@covatoj.an,3,FALSE,"Online"
"London",M,72,gu@gunagheh.cf,4,FALSE,"Online"
"Denver",F,16,nuzok@koruci.pr,4,FALSE,"In store"
"London",M,74,jezuva@ake.bv,5,FALSE,"In store"
"Denver",M,45,hetutejo@ro.bn,3,FALSE,"In store"
"Austin",M,62,duz@mukajsu.na,4,FALSE,"In store"
"Denver",M,42,ristule@wo.si,3,FALSE,"In store"
"Denver",M,16,fe@fa.km,5,FALSE,"Online"
"Denver",F,42,la@ed.gy,4,FALSE,"Online"
"Denver",M,30,moruuc@ejka.la,5,FALSE,"In store"
"Denver",F,46,begobcaw@vutunnog.gs,4,FALSE,"In store"
"Seattle",M,65,niveg@ibifeenu.ac,5,FALSE,"In store"
"New York",F,49,gedob@fovav.nr,5,FALSE,"Online"
"Denver",M,47,tor@zoc.am,4,FALSE,"In store"
"New York",M,48,jekfuhe@dultasruc.lc,4,FALSE,"In store"
"Seattle",F,54,hamicwa@hed.as,1,FALSE,"Phone"
"New York",F,28,rako@ti.sz,2,TRUE,"In store"
"Austin",M,33,ze@munoco.zm,3,FALSE,"In store"
"Seattle",M,31,gismafto@ziwfarzod.nr,4,FALSE,"Online"
"Denver",F,29,agafalwa@ec.de,5,FALSE,"In store"
"Seattle",F,44,or@wu.ua,3,FALSE,"Phone"
"Seattle",F,63,vevruil@levag.ee,5,FALSE,"Online"
"Seattle",M,40,ubu@gotossob.na,1,FALSE,"In store"
"Denver",M,69,rarta@peveg.bm,4,FALSE,"In store"
"London",M,58,seledfeb@dirpiwsi.sb,2,FALSE,"In store"
"Denver",F,24,goduzi@ni.ni,4,FALSE,"In store"
"Denver",M,62,sumjouk@ipokupa.td,5,TRUE,"In store"
"Seattle",M,27,guwca@joh.na,5,FALSE,"Phone"
"London",M,35,bihwe@kiwit.mc,5,FALSE,"Online"
"Seattle",M,68,pazsekewe@zovuvod.sx,4,FALSE,"In store"
"Seattle",M,36,os@lur.com,4,FALSE,"In store"
"Seattle",F,42,kobmuf@runvabem.tr,2,FALSE,"In store"
"Denver",M,37,tuvliej@zowiiki.vg,4,FALSE,"Phone"
"Seattle",F,45,ofo@ciuveru.eh,4,FALSE,"In store"
"Denver",M,22,lejiza@sudfelit.aw,5,FALSE,"In store"
"Denver",F,55,hoedna@afe.ss,3,FALSE,"Online"
"Austin",F,50,pufla@idadunuw.fr,4,FALSE,"In store"
"Denver",F,21,were@bub.org,5,FALSE,"In store"
"London",F,50,we@le.fr,2,FALSE,"In store"
"Denver",F,64,digofdeg@jo.de,5,FALSE,"In store"
"Austin",F,36,detzud@vaki.ss,4,FALSE,"In store"
"London",M,34,rocav@vu.tw,3,FALSE,"Online"
"Austin",M,49,nefmoere@hic.sa,5,FALSE,"In store"
"Austin",F,35,pipojduk@unzapzoc.kw,5,FALSE,"Online"
"Austin",M,67,sit@if.ph,2,FALSE,"Phone"
"Seattle",M,42,ithif@kael.co,4,FALSE,"Phone"
"London",M,45,jef@woj.za,5,FALSE,"In store"
"Seattle",F,62,keudopu@zasnal.de,5,FALSE,"Online"
"Austin",M,19,lijmef@mibgomda.kn,5,FALSE,"Online"
"London",F,45,rudmetdat@jadoki.ke,4,FALSE,"In store"
"Denver",F,48,tosmocjin@gikuse.ae,5,FALSE,"In store"
"Austin",M,45,ilo@ogbutad.er,5,FALSE,"In store"
"Seattle",M,33,ve@muf.fm,4,FALSE,"In store"
"London",M,33,jo@fasuc.hm,5,FALSE,"In store"
"Denver",M,24,ugwalrec@sodauk.an,3,TRUE,"Online"
"Denver",M,46,zo@sopiof.ax,4,FALSE,"Online"
"Denver",F,53,bigabo@guhzif.mv,4,TRUE,"In store"
"Denver",M,30,ememivsup@noka.mr,5,FALSE,"Online"
"Seattle",F,52,vun@bozragap.ve,3,FALSE,"Online"
"Austin",F,40,ane@zozolzu.kw,1,FALSE,"In store"
"Denver",M,45,dijpika@tic.sy,3,FALSE,"Online"
"Austin",F,63,viz@bemhujva.br,1,FALSE,"In store"
"London",F,33,so@veni.sa,4,FALSE,"In store"
"Seattle",M,45,deul@tu.ye,1,FALSE,"In store"
"Denver",F,33,hi@pekicaw.at,5,FALSE,"In store"
"Seattle",F,32,wuhdolzo@hon.su,3,FALSE,"Online"
"London",M,30,vo@fuhuhdo.km,1,FALSE,"In store"
"New York",F,36,juh@icgofwad.nl,2,FALSE,"In store"
"London",F,38,zesotna@tim.gs,4,FALSE,"Online"
"London",F,59,nikmagu@nudolovu.hu,1,FALSE,"In store"
"London",M,23,dugipi@ez.va,2,FALSE,"In store"
"London",F,41,mebni@juubku.mo,4,FALSE,"In store"
"Seattle",F,66,ahi@piowo.gh,4,FALSE,"In store"
"Denver",F,41,li@efsefi.tw,5,FALSE,"In store"
"San Diego",F,51,bacadeh@murimsi.gt,3,FALSE,"In store"
"London",F,44,bifez@irewom.org,5,FALSE,"Phone"
"Seattle",F,21,daged@koko.de,4,FALSE,"In store"
"Seattle",F,36,hefge@hilhuve.wf,5,FALSE,"In store"
"New York",F,45,mopebtec@isueme.mr,4,FALSE,"Online"
"New York",M,34,hose@sev.bi,4,FALSE,"Phone"
"Austin",F,31,ap@itizujah.net,5,TRUE,"In store"
"New York",F,61,bob@ena.gm,3,FALSE,"In store"
"Austin",F,34,rufurlip@os.gl,5,FALSE,"Online"
"Seattle",M,39,razsogec@ipimep.zm,5,FALSE,"In store"
"Seattle",M,74,gi@fukidu.ir,2,FALSE,"In store"
"Seattle",M,32,fataru@ere.pw,2,FALSE,"In store"
"Seattle",M,35,jukcevos@reg.cg,4,FALSE,"Online"
"Denver",F,48,zivapwuf@wifrakjil.de,4,FALSE,"In store"
"Seattle",M,36,huuhipu@kacbupdiz.sb,5,FALSE,"In store"
"Denver",F,41,di@debe.mg,3,FALSE,"Online"
"New York",M,34,iw@juzzep.pn,1,FALSE,"Online"
"Denver",F,58,we@zuhbubbe.id,5,FALSE,"Online"
"Seattle",M,41,bedibu@aj.pl,5,FALSE,"Online"
"New York",M,43,obeced@lum.sg,4,TRUE,"In store"
"Denver",M,72,tih@wonhe.ec,2,FALSE,"Online"
"San Diego",F,36,be@nid.cd,5,FALSE,"Online"
"Seattle",M,32,agip@kic.at,4,FALSE,"Online"
"Denver",F,56,iratnaz@gahmuzi.za,5,FALSE,"In store"
"San Diego",M,42,zot@tu.nu,4,FALSE,"Online"
"London",M,35,ihura@popo.tt,4,FALSE,"In store"
"Seattle",F,63,wiroba@ewuluw.my,3,TRUE,"In store"
"London",F,44,mitavu@ucezojga.ge,1,FALSE,"Phone"
"Denver",M,52,topil@huknumoh.jp,4,FALSE,"Online"
"Denver",M,72,lot@zibumfi.sm,5,FALSE,"Online"
"Austin",M,44,du@refafuk.mt,3,TRUE,"In store"
"New York",M,18,weibe@rit.aw,2,FALSE,"In store"
"Seattle",F,21,sude@suf.cy,4,FALSE,"In store"
"Denver",M,22,zovupa@ajued.tg,4,FALSE,"In store"
"Seattle",M,38,li@paafiz.gr,3,FALSE,"In store"
"New York",F,51,pasab@hulisu.ge,4,FALSE,"Online"
"San Diego",F,59,kalopa@renu.sm,5,FALSE,"Online"
"Denver",F,47,deksejpiz@tol.et,5,FALSE,"In store"
"Denver",M,72,uhzemu@reismu.jo,5,FALSE,"In store"
"San Diego",M,49,cezeb@pilfuj.ws,4,FALSE,"Online"
"Denver",M,48,za@vunicuso.as,4,FALSE,"In store"
"London",F,57,uc@bag.mc,3,FALSE,"In store"
"Seattle",F,19,bosgi@mihraha.az,4,FALSE,"In store"
"San Diego",F,32,uvlofo@fu.gr,2,TRUE,"Phone"
"Denver",F,69,non@risa.cx,4,FALSE,"In store"
"Denver",F,35,cerdapame@duj.pk,4,FALSE,"Online"
"Austin",M,41,to@ani.lv,2,FALSE,"Online"
"New York",M,70,in@mocidsow.ws,3,FALSE,"In store"
"Seattle",M,44,be@ta.gov,4,FALSE,"In store"
"Seattle",M,67,beho@uvjuh.no,4,TRUE,"In store"
"London",M,45,fi@uciogizo.bm,5,FALSE,"In store"
"Seattle",F,69,kuvmor@guc.uz,4,FALSE,"In store"
"Denver",M,48,wigatbav@fateguofo.bv,1,FALSE,"In store"
"Denver",F,42,lo@sulhi.bj,4,FALSE,"Phone"
"New York",F,55,ugetiv@ote.cd,4,FALSE,"Online"
"San Diego",M,19,lepsodot@jiffu.ir,5,FALSE,"Online"
"Denver",M,48,jinwok@gugzernu.sg,1,TRUE,"Phone"
"Denver",F,51,vi@bofespu.np,5,TRUE,"Online"
"Denver",M,52,piwop@kapajta.td,3,TRUE,"In store"
"New York",F,35,dicpoozo@pem.mw,4,FALSE,"In store"
"Austin",M,57,ditorok@oc.sv,4,FALSE,"In store"
"Austin",M,52,nuza@pupofe.tg,4,FALSE,"In store"
"Austin",M,45,uke@vogdevit.eh,5,FALSE,"In store"
"Denver",F,71,itakinac@to.org,5,FALSE,"In store"
"Seattle",F,23,lahup@zek.gb,5,FALSE,"Phone"
"Seattle",F,58,buja@gituzce.pm,4,FALSE,"In store"
"Austin",M,49,ud@dunuzana.bf,5,TRUE,"Online"
"San Diego",F,48,si@vumkekpi.kz,1,FALSE,"In store"
"San Diego",M,23,fugezu@wawese.dm,3,FALSE,"Online"
"Denver",F,41,fedmabac@ugole.sn,5,TRUE,"In store"
"Seattle",F,48,wu@teg.eh,5,TRUE,"Online"
"Denver",M,48,eptuku@bah.ky,4,FALSE,"Online"
"Seattle",F,26,dos@boud.st,5,TRUE,"In store"
"Austin",M,33,mijus@fuwbossel.am,4,FALSE,"Online"
"Seattle",M,24,ovuzute@owoci.ir,5,FALSE,"Online"
"London",F,52,nacru@uwido.gl,5,FALSE,"In store"
"Seattle",M,36,cewgi@lo.th,5,FALSE,"Online"
"Denver",M,57,pujetgis@cuubohop.ch,3,TRUE,"In store"
"Austin",M,69,lid@ve.as,4,FALSE,"In store"
"San Diego",F,36,innedode@vepo.pg,4,FALSE,"In store"
"Denver",M,57,vizilibuk@usfowi.pt,3,FALSE,"In store"
"Austin",M,31,vusiwnac@ve.cu,3,FALSE,"In store"
"London",M,57,paosoju@konoshe.kz,4,FALSE,"In store"
"Seattle",M,33,duwiaru@istunkom.vc,2,TRUE,"Online"
"London",M,31,tucapah@uf.bt,4,FALSE,"Online"
"Denver",M,32,kikjah@owamir.bb,5,FALSE,"Online"
"Denver",M,57,ce@jucvavih.tj,5,TRUE,"In store"
"London",M,35,ke@ob.hk,4,FALSE,"Online"
"New York",M,49,cu@nu.bb,5,FALSE,"Online"
"Austin",M,41,jov@zuzcigga.as,5,FALSE,"In store"
"London",F,52,suz@elkir.mw,3,FALSE,"In store"
"Seattle",F,27,ebzecoca@fi.dk,4,FALSE,"Online"
"Austin",F,16,lufahdiw@bebuh.sc,5,FALSE,"Phone"
"San Diego",F,52,fov@muco.cz,4,FALSE,"Online"
"London",F,70,abeper@jo.gt,2,FALSE,"Phone"
"Denver",M,63,ecni@jawatriz.ss,2,FALSE,"Online"
"London",F,64,za@ha.ml,3,FALSE,"In store"
"Austin",M,56,odededris@laf.ao,4,FALSE,"In store"
"Denver",F,59,cop@vozid.ag,1,FALSE,"In store"
"Austin",M,53,mawi@semeszok.qa,5,FALSE,"In store"
"San Diego",F,42,zubiano@nak.es,3,FALSE,"Online"
"Denver",F,49,ko@sunuciko.af,4,FALSE,"Phone"
"Seattle",M,36,mi@beijeli.cn,5,FALSE,"In store"
"Denver",F,44,ze@lon.hu,1,TRUE,"In store"
"London",M,62,verca@ca.cn,4,FALSE,"In store"
"Seattle",M,51,urooc@rubo.bg,2,TRUE,"In store"
"San Diego",M,60,ofela@rik.nf,5,FALSE,"Online"
"Denver",M,27,nanuomu@def.ck,4,FALSE,"Phone"
"Seattle",F,43,kupowduf@sogwufkid.sy,4,FALSE,"In store"
"London",M,32,peliv@ker.fk,3,FALSE,"Online"
"Seattle",M,34,utdolir@riccolu.om,3,FALSE,"In store"
"Seattle",M,34,egpib@etihaz.kg,4,FALSE,"Online"
"Denver",F,52,bu@ejamu.mx,4,FALSE,"In store"
"New York",M,46,pinlozof@pok.it,5,FALSE,"In store"
"Denver",F,38,izzonpu@mimbe.sa,4,FALSE,"Online"
"Denver",F,33,osotak@gi.zw,5,FALSE,"Online"
"Seattle",M,52,ronkos@jo.ph,1,TRUE,"Online"
"San Diego",M,49,nofitado@puw.in,5,FALSE,"In store"
"Seattle",F,21,dupjugi@wof.hk,2,FALSE,"In store"
"London",M,47,gipu@mu.nu,4,FALSE,"In store"
"Denver",M,49,saduzupa@cucduja.pt,5,FALSE,"In store"
"Denver",F,53,uvu@rit.sx,5,FALSE,"Online"
"San Diego",M,60,parjob@ufu.pl,5,FALSE,"In store"
"Denver",M,37,omigewko@pimipgob.gl,2,FALSE,"Phone"
"London",F,75,lef@mujluju.je,5,FALSE,"In store"
"San Diego",F,67,kidfab@ego.uk,5,FALSE,"In store"
"Seattle",M,20,kujhajgen@lohmu.na,4,FALSE,"Phone"
"New York",F,60,tivropot@je.bh,2,FALSE,"Phone"
"Seattle",M,48,mec@tutji.bs,4,FALSE,"In store"
"Denver",F,42,minekut@naz.cy,5,FALSE,"Online"
"Seattle",M,31,vo@tiev.bv,5,FALSE,"In store"
"New York",M,56,ok@nigucho.co.uk,4,FALSE,"In store"
"Denver",M,37,je@ejzo.cf,3,FALSE,"In store"
"New York",M,38,up@nis.by,2,TRUE,"Online"
"Denver",M,21,li@zuvmu.va,4,FALSE,"In store"
"Denver",M,63,gam@nospi.td,4,FALSE,"Phone"
"London",M,18,gezehem@pogi.bg,3,FALSE,"In store"
"Denver",M,35,ni@uza.ss,5,FALSE,"Online"
"New York",F,52,ri@bo.pg,5,FALSE,"In store"
"London",F,29,bokobro@burkar.me,5,FALSE,"In store"
"Denver",F,19,oso@ba.uk,4,FALSE,"In store"
"Seattle",M,75,ah@fuuz.ke,3,FALSE,"In store"
"Austin",M,44,wij@uh.bj,4,FALSE,"In store"
"New York",M,45,gicigu@siz.bn,5,TRUE,"Online"
"Seattle",F,52,fahev@pola.ml,5,TRUE,"Online"
"London",F,49,uzo@lokpon.mt,4,FALSE,"Phone"
"New York",M,33,co@ukamu.zm,1,FALSE,"In store"
"London",M,49,jegkeol@tuzib.tl,3,FALSE,"In store"
"New York",F,27,zo@ivdo.bo,1,FALSE,"Phone"
"London",M,50,hib@femegaje.rw,5,FALSE,"Phone"
"London",M,63,esle@ramzaw.ee,4,FALSE,"In store"
"Denver",F,24,vuv@hebwa.ss,4,FALSE,"In store"
"Austin",M,44,oze@boifape.ag,3,FALSE,"In store"
"Seattle",F,54,ked@vuczur.et,4,FALSE,"In store"
"Seattle",M,70,su@juzaj.ma,5,FALSE,"Phone"
"Denver",M,23,nilegte@moal.tl,4,FALSE,"Online"
"Austin",F,27,amiivi@rohemcin.rw,4,FALSE,"In store"
"Seattle",M,39,oka@wizhowlih.se,2,FALSE,"In store"
"London",F,59,va@te.cz,4,FALSE,"In store"
"London",F,28,zu@run.us,2,FALSE,"Online"
"London",F,41,arica@roniwaadu.ga,5,FALSE,"Phone"
"Denver",F,50,lefbavhis@wipgag.bb,5,FALSE,"Online"
"Austin",F,63,bala@wibnovuv.mx,4,FALSE,"In store"
"London",F,60,su@wajieb.wf,4,FALSE,"Online"
"Seattle",M,34,baode@mimemi.tg,5,FALSE,"In store"
"Denver",F,18,vet@ut.pk,3,TRUE,"In store"
"Denver",F,67,cehar@fu.ky,5,FALSE,"In store"
"London",F,36,ebalejlir@ve.gt,4,FALSE,"In store"
"Austin",M,48,zara@siedut.mo,5,FALSE,"Online"
"Denver",F,25,ba@gokonsa.cl,4,FALSE,"In store"
"New York",F,26,nermac@hogop.nf,5,FALSE,"In store"
"Denver",M,33,kutasi@un.se,4,FALSE,"In store"
"Denver",F,38,suzgu@gizuhiveb.pm,5,FALSE,"Online"
"New York",F,60,dal@nazmo.sx,4,FALSE,"Online"
"Denver",M,48,hemescob@cid.dm,2,FALSE,"In store"
"London",F,41,mem@rihtegsif.mv,4,FALSE,"In store"
"New York",F,42,sukac@kugeduul.fr,5,FALSE,"In store"
"London",M,58,pabhorah@at.np,3,TRUE,"In store"
"San Diego",F,32,gez@jic.co.uk,1,FALSE,"Online"
"New York",M,50,faolcu@citzojo.gy,5,FALSE,"Online"
"Denver",F,33,laokuku@pepi.ck,3,FALSE,"Phone"
"London",M,27,dokwok@munahis.hm,5,FALSE,"Online"
"Austin",M,41,tugzib@serac.edu,5,FALSE,"In store"
"Denver",M,39,evolamkab@sov.cr,5,FALSE,"In store"
"Seattle",M,32,suvpa@duibi.do,4,FALSE,"Online"
"Seattle",F,59,jeleko@tupifu.kp,5,FALSE,"Online"
"Denver",M,28,gajcir@zivamer.st,5,FALSE,"In store"
"Austin",F,44,lepegreh@nezgog.bo,3,FALSE,"Phone"
"London",M,47,afceihi@pavarok.vu,5,FALSE,"Online"
"Austin",M,42,vaene@lo.ir,5,FALSE,"Online"
"Denver",F,38,vebcueto@vouv.do,5,FALSE,"In store"
"San Diego",M,29,fimviret@ozperuw.iq,5,FALSE,"Phone"
"Seattle",M,63,ro@cudruj.as,3,FALSE,"In store"
"Denver",M,54,ci@beh.id,5,FALSE,"In store"
"Austin",F,31,dubadba@wodaw.edu,2,TRUE,"In store"
"Seattle",M,24,na@irgufko.cu,4,TRUE,"In store"
"Austin",M,44,pir@wuvol.pw,1,FALSE,"In store"
"New York",F,73,je@mevtu.cv,5,FALSE,"In store"
"London",M,69,wom@wud.ht,4,FALSE,"In store"
"Denver",M,50,uvvi@osoruzu.do,4,FALSE,"In store"
"Seattle",F,50,cuas@genbupoj.es,5,TRUE,"In store"
